DRG Definition,Provider Id,Provider Name,Provider City,Provider State,Average Covered Charges,Average Total Payments
292 - HEART FAILURE & SHOCK W CC,260096,NORTH KANSAS CITY HOSPITAL,NORTH KANSAS CI,MO,25200.84184,5573.709184
292 - HEART FAILURE & SHOCK W CC,260097,WESTERN MISSOURI MEDICAL CENTER,WARRENSBURG,MO,16255.0625,8612.625
292 - HEART FAILURE & SHOCK W CC,260102,TRUMAN MEDICAL CENTER LAKEWOOD,KANSAS CITY,MO,8521.142857,8430.428571
292 - HEART FAILURE & SHOCK W CC,260104,SSM DEPAUL HEALTH CENTER,BRIDGETON,MO,24315.59434,6237.04717
292 - HEART FAILURE & SHOCK W CC,260105,ST LOUIS UNIVERSITY HOSPITAL,SAINT LOUIS,MO,27778.32432,9758.810811
292 - HEART FAILURE & SHOCK W CC,260108,MISSOURI BAPTIST MEDICAL CENTER,TOWN AND COUNTR,MO,14285.60106,5594.393617
292 - HEART FAILURE & SHOCK W CC,260110,SOUTHEAST MISSOURI HOSPITAL,CAPE GIRARDEAU,MO,22540.74286,6167.985714
292 - HEART FAILURE & SHOCK W CC,260113,MISSOURI DELTA MEDICAL CENTER,SIKESTON,MO,26718.92857,6772.285714
292 - HEART FAILURE & SHOCK W CC,260115,MISSOURI BAPTIST HOSPITAL SULLIVAN,SULLIVAN,MO,12261.4,6865
292 - HEART FAILURE & SHOCK W CC,260116,MINERAL AREA REGIONAL MEDICAL CENTER,FARMINGTON,MO,22519.63889,5889.916667
292 - HEART FAILURE & SHOCK W CC,260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,POPLAR BLUFF,MO,29960.71681,6566.168142
292 - HEART FAILURE & SHOCK W CC,260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,JOPLIN,MO,19594.70103,6216.731959
292 - HEART FAILURE & SHOCK W CC,260138,ST LUKES HOSPITAL OF KANSAS CITY,KANSAS CITY,MO,36305.5061,7694.884146
292 - HEART FAILURE & SHOCK W CC,260141,UNIVERSITY OF MISSOURI HEALTH CARE,COLUMBIA,MO,19717.05882,7572.661765
292 - HEART FAILURE & SHOCK W CC,260142,FITZGIBBON MEMORIAL HOSPITAL,MARSHALL,MO,11158.25926,6129.259259
292 - HEART FAILURE & SHOCK W CC,260147,SAC-OSAGE HOSPITAL,OSCEOLA,MO,12311.92308,6125.692308
292 - HEART FAILURE & SHOCK W CC,260160,MISSOURI SOUTHERN HEALTHCARE,DEXTER,MO,11935.43478,5964.608696
292 - HEART FAILURE & SHOCK W CC,260162,BARNES-JEWISH WEST COUNTY HOSPITAL,CREVE COEUR,MO,10816,5769.1
292 - HEART FAILURE & SHOCK W CC,260163,PARKLAND HEALTH CENTER,FARMINGTON,MO,11018.61364,5228.181818
292 - HEART FAILURE & SHOCK W CC,260175,GOLDEN VALLEY MEMORIAL HOSPITAL,CLINTON,MO,13566,6539.571429
292 - HEART FAILURE & SHOCK W CC,260176,DES PERES HOSPITAL,SAINT LOUIS,MO,34160.91667,5949.861111
292 - HEART FAILURE & SHOCK W CC,260177,LIBERTY HOSPITAL,LIBERTY,MO,17765.13636,5778.872727
292 - HEART FAILURE & SHOCK W CC,260179,ST LUKES HOSPITAL,CHESTERFIELD,MO,18314.70588,5767.156863
292 - HEART FAILURE & SHOCK W CC,260180,CHRISTIAN HOSPITAL NORTHEAST,SAINT LOUIS,MO,21001.79845,5849.27907
292 - HEART FAILURE & SHOCK W CC,260183,ST FRANCIS MEDICAL CENTER,CAPE GIRARDEAU,MO,27400.5,6150.784483
292 - HEART FAILURE & SHOCK W CC,260186,LAKE REGIONAL HEALTH SYSTEM,OSAGE BEACH,MO,22042.97015,7102.029851
292 - HEART FAILURE & SHOCK W CC,260190,LEE'S SUMMIT MEDICAL CENTER,LEES SUMMIT,MO,35232.61538,5398.179487
292 - HEART FAILURE & SHOCK W CC,260191,BARNES-JEWISH ST PETERS HOSPITAL,SAINT PETERS,MO,15277.36364,5371.545455
292 - HEART FAILURE & SHOCK W CC,260193,ST MARY'S MEDICAL CENTER,BLUE SPRINGS,MO,23495.03448,5813.241379
292 - HEART FAILURE & SHOCK W CC,260195,CITIZENS MEMORIAL HOSPITAL,BOLIVAR,MO,15123.2381,6703.904762
292 - HEART FAILURE & SHOCK W CC,260200,SSM ST JOSEPH HOSPITAL WEST,LAKE SAINT LOUI,MO,22933.36232,5507.028986
292 - HEART FAILURE & SHOCK W CC,260210,ST ALEXIUS HOSPITAL,SAINT LOUIS,MO,23297.11538,5901.346154
292 - HEART FAILURE & SHOCK W CC,260214,RESEARCH BELTON HOSPITAL,BELTON,MO,36917.78571,4979.285714
292 - HEART FAILURE & SHOCK W CC,260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,LEES SUMMIT,MO,31122.44444,5785.788889
292 - HEART FAILURE & SHOCK W CC,260219,PROGRESS WEST HEALTHCARE CENTER,O FALLON,MO,11559.95455,5213.909091
292 - HEART FAILURE & SHOCK W CC,270003,ST PETER'S HOSPITAL,HELENA,MT,12333.91892,6645.405405
292 - HEART FAILURE & SHOCK W CC,270004,BILLINGS CLINIC HOSPITAL,BILLINGS,MT,12506.5,6336.875
292 - HEART FAILURE & SHOCK W CC,270012,BENEFIS HOSPITALS INC,GREAT FALLS,MT,16181.20968,6728.564516
292 - HEART FAILURE & SHOCK W CC,270014,ST PATRICK HOSPITAL,MISSOULA,MT,22666.77778,6141.266667
292 - HEART FAILURE & SHOCK W CC,270017,ST JAMES HEALTHCARE,BUTTE,MT,17995.04545,7331.590909
292 - HEART FAILURE & SHOCK W CC,270023,COMMUNITY MEDICAL CENTER INC,MISSOULA,MT,12795.46667,6777.6
292 - HEART FAILURE & SHOCK W CC,270032,NORTHERN MONTANA HOSPITAL,HAVRE,MT,10677.46154,6943.230769
292 - HEART FAILURE & SHOCK W CC,270049,ST VINCENT HEALTHCARE,BILLINGS,MT,12920.01389,6580.875
292 - HEART FAILURE & SHOCK W CC,270051,KALISPELL REGIONAL MEDICAL CENTER,KALISPELL,MT,14649.28261,6170.826087
292 - HEART FAILURE & SHOCK W CC,270057,BOZEMAN DEACONESS HOSPITAL,BOZEMAN,MT,9390.790698,5686.116279
292 - HEART FAILURE & SHOCK W CC,280003,BRYANLGH MEDICAL CENTER,LINCOLN,NE,21647.14379,6521.542484
292 - HEART FAILURE & SHOCK W CC,280009,GOOD SAMARITAN HOSPITAL,KEARNEY,NE,19800.37736,7646.698113
292 - HEART FAILURE & SHOCK W CC,280013,THE NEBRASKA MEDICAL CENTER,OMAHA,NE,22162.17925,8191.216981
292 - HEART FAILURE & SHOCK W CC,280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,LINCOLN,NE,20841.64948,6381.268041
292 - HEART FAILURE & SHOCK W CC,280023,ST FRANCIS MEDICAL CENTER,GRAND ISLAND,NE,17472.47059,5864.019608
292 - HEART FAILURE & SHOCK W CC,280030,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH,OMAHA,NE,41159.60784,8954.117647
292 - HEART FAILURE & SHOCK W CC,280032,MARY LANNING MEMORIAL HOSPITAL,HASTINGS,NE,14576.27119,5960.830508
292 - HEART FAILURE & SHOCK W CC,280040,THE NEBRASKA METHODIST HOSPITAL,OMAHA,NE,22168.58065,5830.419355
292 - HEART FAILURE & SHOCK W CC,280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,OMAHA,NE,24360.06173,6239.17284
292 - HEART FAILURE & SHOCK W CC,280061,REGIONAL WEST MEDICAL CENTER,SCOTTSBLUFF,NE,21623.90196,7412.666667
292 - HEART FAILURE & SHOCK W CC,280065,GREAT PLAINS REGIONAL MEDICAL CENTER,NORTH PLATTE,NE,14467.96774,6627.612903
292 - HEART FAILURE & SHOCK W CC,280077,FREMONT AREA MEDICAL CENTER,FREMONT,NE,22219.80952,6513.333333
292 - HEART FAILURE & SHOCK W CC,280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,OMAHA,NE,25371.70833,6766.5
292 - HEART FAILURE & SHOCK W CC,280105,ALEGENT HEALTH MIDLANDS HOSPITAL,PAPILLION,NE,27506.68421,5428.894737
292 - HEART FAILURE & SHOCK W CC,280111,COLUMBUS COMMUNITY HOSPITAL,COLUMBUS,NE,13977.5,8149.692308
292 - HEART FAILURE & SHOCK W CC,280125,FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE,17177.56667,6944.3
292 - HEART FAILURE & SHOCK W CC,280128,NEBRASKA HEART HOSPITAL,LINCOLN,NE,9466.807018,5523.157895
292 - HEART FAILURE & SHOCK W CC,280130,ALEGENT HEALTH LAKESIDE HOSPITAL,OMAHA,NE,21849.6,5553.569231
292 - HEART FAILURE & SHOCK W CC,280132,BELLEVUE MEDICAL CENTER,BELLEVUE,NE,24929.58065,5231.290323
292 - HEART FAILURE & SHOCK W CC,290001,RENOWN REGIONAL MEDICAL CENTER,RENO,NV,28441.86538,6742.384615
292 - HEART FAILURE & SHOCK W CC,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,54405.06098,8150.085366
292 - HEART FAILURE & SHOCK W CC,290005,NORTH VISTA HOSPITAL,NORTH LAS VEGAS,NV,46599.77778,8049.288889
292 - HEART FAILURE & SHOCK W CC,290006,BANNER CHURCHILL COMMUNITY HOSPITAL,FALLON,NV,23777.09091,8415
292 - HEART FAILURE & SHOCK W CC,290007,UMC OF SOUTHERN NEVADA,LAS VEGAS,NV,38974.23077,9744.769231
292 - HEART FAILURE & SHOCK W CC,290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,ELKO,NV,27408.13636,8583.181818
292 - HEART FAILURE & SHOCK W CC,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,RENO,NV,21606.13115,5939.377049
292 - HEART FAILURE & SHOCK W CC,290012,SAINT ROSE DOMINICAN HOSPITAL - DE LIMA,HENDERSON,NV,39550.64706,6485.5
292 - HEART FAILURE & SHOCK W CC,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,CARSON CITY,NV,27158.69697,7570.068182
292 - HEART FAILURE & SHOCK W CC,290021,VALLEY HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,52157.05882,8086.705882
292 - HEART FAILURE & SHOCK W CC,290022,DESERT SPRINGS HOSPITAL,LAS VEGAS,NV,41959.25862,6851.603448
292 - HEART FAILURE & SHOCK W CC,290032,NORTHERN NEVADA MEDICAL CENTER,SPARKS,NV,30126.71429,5624.642857
292 - HEART FAILURE & SHOCK W CC,290039,MOUNTAINVIEW HOSPITAL,LAS VEGAS,NV,49517.16,6900.073333
292 - HEART FAILURE & SHOCK W CC,290041,SUMMERLIN HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,56988.2027,6917.243243
292 - HEART FAILURE & SHOCK W CC,290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,HENDERSON,NV,38806.90667,6552.986667
292 - HEART FAILURE & SHOCK W CC,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,41988.83333,6736.527778
292 - HEART FAILURE & SHOCK W CC,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,LAS VEGAS,NV,35073.67857,7141.571429
292 - HEART FAILURE & SHOCK W CC,290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,RENO,NV,25543.21429,5800.5
292 - HEART FAILURE & SHOCK W CC,290053,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,LAS VEGAS,NV,46319.71429,6826.380952
292 - HEART FAILURE & SHOCK W CC,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,LAS VEGAS,NV,53407.13889,6562.277778
292 - HEART FAILURE & SHOCK W CC,300001,CONCORD HOSPITAL,CONCORD,NH,16522.77181,6327.275168
292 - HEART FAILURE & SHOCK W CC,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,20988.32759,9652.025862
292 - HEART FAILURE & SHOCK W CC,300005,LAKES REGION GENERAL HOSPITAL,LACONIA,NH,18079.86957,6996.173913
292 - HEART FAILURE & SHOCK W CC,300011,ST JOSEPH HOSPITAL,NASHUA,NH,16339.37097,6382.451613
292 - HEART FAILURE & SHOCK W CC,300012,ELLIOT HOSPITAL,MANCHESTER,NH,13740.47826,5912.130435
292 - HEART FAILURE & SHOCK W CC,300014,FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,16166.71111,6274.844444
292 - HEART FAILURE & SHOCK W CC,300017,PARKLAND MEDICAL CENTER,DERRY,NH,17289.06122,5777.163265
292 - HEART FAILURE & SHOCK W CC,300018,WENTWORTH-DOUGLASS HOSPITAL,DOVER,NH,18510.03797,6349.164557
292 - HEART FAILURE & SHOCK W CC,300019,CHESHIRE MEDICAL CENTER,KEENE,NH,14329.54545,7100.659091
292 - HEART FAILURE & SHOCK W CC,300020,SOUTHERN NH MEDICAL CENTER,NASHUA,NH,16165.44286,6660.514286
292 - HEART FAILURE & SHOCK W CC,300023,EXETER HOSPITAL INC,EXETER,NH,17735.03061,6106.806122
292 - HEART FAILURE & SHOCK W CC,300029,PORTSMOUTH REGIONAL HOSPITAL,PORTSMOUTH,NH,24584.71429,6311.875
292 - HEART FAILURE & SHOCK W CC,300034,CATHOLIC MEDICAL CENTER,MANCHESTER,NH,20400.70755,6200.90566
292 - HEART FAILURE & SHOCK W CC,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,NJ,55659.38172,8214.053763
292 - HEART FAILURE & SHOCK W CC,310002,NEWARK BETH ISRAEL MEDICAL CENTER,NEWARK,NJ,67313.92857,11747.17262
292 - HEART FAILURE & SHOCK W CC,310003,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,NORTH BERGEN,NJ,57319.26923,9330.375
292 - HEART FAILURE & SHOCK W CC,310005,HUNTERDON MEDICAL CENTER,FLEMINGTON,NJ,20492.38462,7099.476923
292 - HEART FAILURE & SHOCK W CC,310006,"ST MARY'S HOSPITAL, PASSAIC",PASSAIC,NJ,48727.34328,8347.141791
292 - HEART FAILURE & SHOCK W CC,310008,HOLY NAME MEDICAL CENTER,TEANECK,NJ,33873.83636,7376.69697
292 - HEART FAILURE & SHOCK W CC,310009,CLARA MAASS MEDICAL CENTER,BELLEVILLE,NJ,57073.27711,7664.524096
292 - HEART FAILURE & SHOCK W CC,310010,UNIVERSITY MEDICAL CENTER AT PRINCETON,PRINCETON,NJ,36594.05983,7018.854701
292 - HEART FAILURE & SHOCK W CC,310011,CAPE REGIONAL MEDICAL CENTER INC,CAPE MAY COURT,NJ,22478.65289,6275.884298
292 - HEART FAILURE & SHOCK W CC,310012,VALLEY HOSPITAL,RIDGEWOOD,NJ,35694.5625,7230.845
292 - HEART FAILURE & SHOCK W CC,310014,COOPER UNIVERSITY HOSPITAL,CAMDEN,NJ,54198.58654,10066.79808
292 - HEART FAILURE & SHOCK W CC,310015,MORRISTOWN MEMORIAL HOSPITAL,MORRISTOWN,NJ,40255.125,8279.220833
292 - HEART FAILURE & SHOCK W CC,310016,CHRIST HOSPITAL,JERSEY CITY,NJ,73354.32727,8886.054545
292 - HEART FAILURE & SHOCK W CC,310017,CHILTON HOSPITAL,POMPTON PLAINS,NJ,45361.98347,6769.68595
292 - HEART FAILURE & SHOCK W CC,310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,PATERSON,NJ,61565.32215,9810.449664
292 - HEART FAILURE & SHOCK W CC,310021,ST FRANCIS MEDICAL CENTER,TRENTON,NJ,74354.875,8647.104167
292 - HEART FAILURE & SHOCK W CC,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,BERLIN,NJ,51217.04,6760.778462
292 - HEART FAILURE & SHOCK W CC,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,RAHWAY,NJ,71379.05556,6236.650794
292 - HEART FAILURE & SHOCK W CC,310025,BAYONNE HOSPITAL CENTER,BAYONNE,NJ,121079.5288,7170.182692
292 - HEART FAILURE & SHOCK W CC,310027,TRINITAS REGIONAL MEDICAL CENTER,ELIZABETH,NJ,43164.68085,8435.510638
292 - HEART FAILURE & SHOCK W CC,310028,NEWTON MEMORIAL HOSPITAL,NEWTON,NJ,67178.40833,6846.608333
292 - HEART FAILURE & SHOCK W CC,310029,OUR LADY OF LOURDES MEDICAL CENTER,CAMDEN,NJ,43970.26144,8010.588235
292 - HEART FAILURE & SHOCK W CC,310031,DEBORAH HEART AND LUNG CENTER,BROWNS MILLS,NJ,40083.89873,7879.708861
292 - HEART FAILURE & SHOCK W CC,310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,VINELAND,NJ,45576.10732,7047.84878
292 - HEART FAILURE & SHOCK W CC,310034,RIVERVIEW MEDICAL CENTER,RED BANK,NJ,51073.14074,6232.481481
292 - HEART FAILURE & SHOCK W CC,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NEW BRUNSWICK,NJ,69995.95076,9095.556818
292 - HEART FAILURE & SHOCK W CC,310039,RARITAN BAY MEDICAL CENTER,PERTH AMBOY,NJ,60662.89474,8198.809211
292 - HEART FAILURE & SHOCK W CC,310040,HOBOKEN UNIVERSITY MEDICAL CENTER,HOBOKEN,NJ,51841.64516,10208.62903
292 - HEART FAILURE & SHOCK W CC,310041,COMMUNITY MEDICAL CENTER,TOMS RIVER,NJ,48329.04239,6198.329177
292 - HEART FAILURE & SHOCK W CC,310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,PENNINGTON,NJ,72323.73438,7617.625
292 - HEART FAILURE & SHOCK W CC,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,ENGLEWOOD,NJ,60202.46715,8181.934307
292 - HEART FAILURE & SHOCK W CC,310047,SHORE MEDICAL CENTER,SOMERS POINT,NJ,53407.58475,6180.949153
292 - HEART FAILURE & SHOCK W CC,310048,SOMERSET MEDICAL CENTER,SOMERVILLE,NJ,82669.68293,7147.817073
292 - HEART FAILURE & SHOCK W CC,310050,SAINT CLARE'S HOSPITAL,DENVILLE,NJ,41970.5303,6796.848485
292 - HEART FAILURE & SHOCK W CC,310051,OVERLOOK HOSPITAL,SUMMIT,NJ,27495.56459,7878.904306
292 - HEART FAILURE & SHOCK W CC,310052,OCEAN MEDICAL CENTER,BRICK,NJ,51895.19192,6190.013468
292 - HEART FAILURE & SHOCK W CC,310054,MOUNTAINSIDE HOSPITAL,MONTCLAIR,NJ,45707.72727,9156.070707
292 - HEART FAILURE & SHOCK W CC,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,MOUNT HOLLY,NJ,50804.50698,6654.92093
292 - HEART FAILURE & SHOCK W CC,310060,ST LUKE'S WARREN HOSPITAL,PHILLIPSBURG,NJ,66679.3,7881.777778
292 - HEART FAILURE & SHOCK W CC,310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,WILLINGBORO,NJ,51327.21774,6494.298387
292 - HEART FAILURE & SHOCK W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,ATLANTIC CITY,NJ,57435.22041,7358.918367
292 - HEART FAILURE & SHOCK W CC,310069,SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL,ELMER,NJ,52459.83333,6245.45
292 - HEART FAILURE & SHOCK W CC,310070,SAINT PETER'S UNIVERSITY HOSPITAL,NEW BRUNSWICK,NJ,87761.68966,9096.988506
292 - HEART FAILURE & SHOCK W CC,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NEPTUNE,NJ,56895.75479,7568.333333
292 - HEART FAILURE & SHOCK W CC,310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,JERSEY CITY,NJ,59000.1134,10120.40206
292 - HEART FAILURE & SHOCK W CC,310075,MONMOUTH MEDICAL CENTER,LONG BRANCH,NJ,57965.90722,8435.917526
292 - HEART FAILURE & SHOCK W CC,310076,SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,NJ,53859.52,9361.422857
292 - HEART FAILURE & SHOCK W CC,310081,UNDERWOOD - MEMORIAL HOSPITAL,WOODBURY,NJ,52401.54386,6759.391813
292 - HEART FAILURE & SHOCK W CC,310083,EAST ORANGE GENERAL HOSPITAL,EAST ORANGE,NJ,45184.73333,7846.511111
292 - HEART FAILURE & SHOCK W CC,310084,KIMBALL MEDICAL CENTER,LAKEWOOD,NJ,54179.54688,6734.132813
292 - HEART FAILURE & SHOCK W CC,310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,STRATFORD,NJ,56825.88503,8147.235294
292 - HEART FAILURE & SHOCK W CC,310091,MEMORIAL HOSPITAL OF SALEM COUNTY,SALEM,NJ,26737.6875,6523.453125
292 - HEART FAILURE & SHOCK W CC,310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,TRENTON,NJ,83891.57746,8038.15493
292 - HEART FAILURE & SHOCK W CC,310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",NEWARK,NJ,30153.50794,9156.968254
292 - HEART FAILURE & SHOCK W CC,310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,EDISON,NJ,48744.91477,7507.488636
292 - HEART FAILURE & SHOCK W CC,310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,HAMILTON,NJ,64333.25352,6256.295775
292 - HEART FAILURE & SHOCK W CC,310111,CENTRASTATE MEDICAL CENTER,FREEHOLD,NJ,37295.61111,6337.388889
292 - HEART FAILURE & SHOCK W CC,310112,BAYSHORE COMMUNITY HOSPITAL,HOLMDEL,NJ,39850.89873,6173.873418
292 - HEART FAILURE & SHOCK W CC,310113,SOUTHERN OCEAN MEDICAL CENTER,MANAHAWKIN,NJ,32037.50926,5960.657407
292 - HEART FAILURE & SHOCK W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,HACKETTSTOWN,NJ,57066.98901,6827.505495
292 - HEART FAILURE & SHOCK W CC,310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,SECAUCUS,NJ,87139.4,8537.342857
292 - HEART FAILURE & SHOCK W CC,310119,UMDNJ UNIVERSITY HOSPITAL,NEWARK,NJ,41978.25862,12943.18966
292 - HEART FAILURE & SHOCK W CC,310120,SAINT CLARE'S HOSPITAL/SUSSEX,SUSSEX,NJ,29800,6668.875
292 - HEART FAILURE & SHOCK W CC,320001,UNM HOSPITAL,ALBUQUERQUE,NM,16744.15385,10484.82051
292 - HEART FAILURE & SHOCK W CC,320002,ST VINCENT HOSPITAL,SANTA FE,NM,15039.73333,8628.622222
292 - HEART FAILURE & SHOCK W CC,320003,ALTA VISTA REGIONAL HOSPITAL,LAS VEGAS,NM,37510.78947,8630
292 - HEART FAILURE & SHOCK W CC,320004,GERALD CHAMPION REGIONAL MEDICAL CENTE,ALAMOGORDO,NM,17274.83333,8370.233333
292 - HEART FAILURE & SHOCK W CC,320005,SAN JUAN REGIONAL MEDICAL CENTER,FARMINGTON,NM,19641.74545,7599.854545
292 - HEART FAILURE & SHOCK W CC,320006,EASTERN NEW MEXICO MEDICAL CENTER,ROSWELL,NM,31543.35897,6416.230769
292 - HEART FAILURE & SHOCK W CC,320009,LOVELACE MEDICAL CENTER,ALBUQUERQUE,NM,27190.63265,6884.040816
292 - HEART FAILURE & SHOCK W CC,320011,ESPANOLA HOSPITAL,ESPANOLA,NM,17395.5,8541.75
292 - HEART FAILURE & SHOCK W CC,320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,TAOS,NM,12332.27273,9214
292 - HEART FAILURE & SHOCK W CC,320014,MIMBRES MEMORIAL HOSPITAL,DEMING,NM,26055,6484.529412
292 - HEART FAILURE & SHOCK W CC,320016,GILA REGIONAL MEDICAL CENTER,SILVER CITY,NM,12732.60714,6030.785714
292 - HEART FAILURE & SHOCK W CC,320018,MEMORIAL MEDICAL CENTER INC,LAS CRUCES,NM,24245.03125,6778.375
292 - HEART FAILURE & SHOCK W CC,320021,PRESBYTERIAN HOSPITAL,ALBUQUERQUE,NM,21578.51724,6757.908046
292 - HEART FAILURE & SHOCK W CC,320022,PLAINS REGIONAL MEDICAL CENTER  CLOVIS,CLOVIS,NM,24565.83333,6010
292 - HEART FAILURE & SHOCK W CC,320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,GALLUP,NM,11981.125,6698.3125
292 - HEART FAILURE & SHOCK W CC,320059,NORTHERN NAVAJO MEDICAL CENTER,SHIPROCK,NM,8808,8047.538462
292 - HEART FAILURE & SHOCK W CC,320063,CARLSBAD MEDICAL CENTER,CARLSBAD,NM,26298.64286,6013.464286
292 - HEART FAILURE & SHOCK W CC,320065,LEA REGIONAL MEDICAL CENTER,HOBBS,NM,35844.71429,7516.5
292 - HEART FAILURE & SHOCK W CC,320083,HEART HOSPITAL OF NEW MEXICO,ALBUQUERQUE,NM,29282.5,5528.5
292 - HEART FAILURE & SHOCK W CC,320084,ROOSEVELT GENERAL HOSPITAL,PORTALES,NM,9504,6714.272727
292 - HEART FAILURE & SHOCK W CC,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,LAS CRUCES,NM,22786.32353,5999.617647
292 - HEART FAILURE & SHOCK W CC,320086,ROSWELL REGIONAL HOSPITAL,ROSWELL,NM,19788.04167,5727.916667
292 - HEART FAILURE & SHOCK W CC,330002,PENINSULA HOSPITAL CENTER,FAR ROCKAWAY,NY,24405.08,10035.48
292 - HEART FAILURE & SHOCK W CC,330003,ALBANY MEMORIAL HOSPITAL,ALBANY,NY,10538.1791,5371.985075
292 - HEART FAILURE & SHOCK W CC,330004,KINGSTON HOSPITAL,KINGSTON,NY,29633.28,7579.9
292 - HEART FAILURE & SHOCK W CC,330005,KALEIDA HEALTH,BUFFALO,NY,15697.5102,8293.35102
292 - HEART FAILURE & SHOCK W CC,330006,ST JOSEPH'S MEDICAL CENTER,YONKERS,NY,12969.925,9470.225
292 - HEART FAILURE & SHOCK W CC,330008,WYOMING COUNTY COMMUNITY HOSPITAL,WARSAW,NY,6827.608696,7398.782609
292 - HEART FAILURE & SHOCK W CC,330009,BRONX-LEBANON HOSPITAL CENTER,BRONX,NY,16396.86111,15234.58333
292 - HEART FAILURE & SHOCK W CC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",BINGHAMTON,NY,9321.424,5690.592
292 - HEART FAILURE & SHOCK W CC,330013,ALBANY MEDICAL CENTER HOSPITAL,ALBANY,NY,39047.2459,9862.819672
292 - HEART FAILURE & SHOCK W CC,330014,JAMAICA HOSPITAL MEDICAL CENTER,JAMAICA,NY,14198.32258,12284.97849
292 - HEART FAILURE & SHOCK W CC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",BROOKLYN,NY,18921.25234,10033.00935
292 - HEART FAILURE & SHOCK W CC,330023,VASSAR BROTHERS MEDICAL CENTER,POUGHKEEPSIE,NY,28911.51412,7151.644068
292 - HEART FAILURE & SHOCK W CC,330024,MOUNT SINAI HOSPITAL,NEW YORK,NY,31992.79675,12695.36585
292 - HEART FAILURE & SHOCK W CC,330027,NASSAU UNIVERSITY MEDICAL CENTER,EAST MEADOW,NY,23023.76923,12057.61538
292 - HEART FAILURE & SHOCK W CC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,STATEN ISLAND,NY,36681.83333,10574
292 - HEART FAILURE & SHOCK W CC,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,NEWARK,NY,11641.51429,5553.914286
292 - HEART FAILURE & SHOCK W CC,330033,"CHENANGO MEMORIAL HOSPITAL, INC",NORWICH,NY,14261.20833,7147.208333
292 - HEART FAILURE & SHOCK W CC,330037,LAKESIDE MEMORIAL HOSPITAL,BROCKPORT,NY,10590.42424,5043.454545
